"Name","Accession","Chromosome","Start","End","Strand","Confidence"
"mmu-miR-9768-5p","MIMAT0036459","","","","",""
"mmu-miR-9768-3p","MIMAT0036460","","","","",""
"mmu-mir-9769","MI0031121","chr7","30552828","30552904","+","-"
"mmu-miR-9769-5p","MIMAT0036461","","","","",""
"mmu-miR-9769-3p","MIMAT0036462","","","","",""
"mmu-mir-12178","MI0040616","chr1","164217678","164217740","+","-"
"mmu-miR-12178-5p","MIMAT0049822","","","","",""
"mmu-miR-12178-3p","MIMAT0049823","","","","",""
"mmu-mir-12179","MI0040617","chr1","177579452","177579529","-","-"
"mmu-miR-12179-5p","MIMAT0049824","","","","",""
"mmu-mir-12180","MI0040618","chr10","111185630","111185698","+","-"
"mmu-miR-12180-3p","MIMAT0049825","","","","",""
"mmu-mir-12181","MI0040619","chr11","77467518","77467574","+","-"
"mmu-miR-12181-5p","MIMAT0049826","","","","",""
"mmu-miR-12181-3p","MIMAT0049827","","","","",""
"mmu-mir-12182","MI0040620","chr11","86852604","86852658","-","-"
"mmu-miR-12182-5p","MIMAT0049828","","","","",""
"mmu-miR-12182-3p","MIMAT0049829","","","","",""
"mmu-mir-12183","MI0040621","chr12","104269206","104269253","-","-"
"mmu-miR-12183-5p","MIMAT0049830","","","","",""
"mmu-mir-12184","MI0040623","chr13","24980055","24980118","+","-"
"mmu-miR-12184-5p","MIMAT0049833","","","","",""
"mmu-miR-12184-3p","MIMAT0049834","","","","",""
"mmu-mir-12185","MI0040625","chr14","63150292","63150348","-","-"
"mmu-miR-12185-5p","MIMAT0049837","","","","",""
"mmu-miR-12185-3p","MIMAT0049838","","","","",""
"mmu-mir-12186","MI0040626","chr15","83341803","83341858","-","-"
"mmu-miR-12186-5p","MIMAT0049839","","","","",""
"mmu-miR-12186-3p","MIMAT0049840","","","","",""
"mmu-mir-12187","MI0040627","chr15","102328648","102328709","+","-"
"mmu-miR-12187-5p","MIMAT0049841","","","","",""
"mmu-miR-12187-3p","MIMAT0049842","","","","",""
"mmu-mir-12188","MI0040629","chr17","25160503","25160576","+","-"
"mmu-miR-12188-5p","MIMAT0049844","","","","",""
"mmu-miR-12188-3p","MIMAT0049845","","","","",""
"mmu-mir-12189","MI0040631","chr17","80194912","80194968","-","-"
"mmu-miR-12189-3p","MIMAT0049848","","","","",""
"mmu-mir-12190","MI0040632","chr17","87220142","87220213","-","-"
"mmu-miR-12190-3p","MIMAT0049849","","","","",""
"mmu-mir-12191","MI0040633","chr18","34759519","34759597","+","Low"
"mmu-miR-12191-5p","MIMAT0049850","","","","",""
"mmu-miR-12191-3p","MIMAT0049851","","","","",""
"mmu-mir-12192","MI0040635","chr19","3850767","3850816","-","-"
"mmu-miR-12192-5p","MIMAT0049854","","","","",""
"mmu-mir-12193","MI0040636","chr19","6134801","6134863","-","-"
"mmu-miR-12193-5p","MIMAT0049855","","","","",""
"mmu-miR-12193-3p","MIMAT0049856","","","","",""
"mmu-mir-12194","MI0040638","chr3","55887284","55887339","-","-"
"mmu-miR-12194-3p","MIMAT0049858","","","","",""
"mmu-mir-12195","MI0040639","chr3","57317447","57317511","-","-"
"mmu-miR-12195-5p","MIMAT0049859","","","","",""
"mmu-miR-12195-3p","MIMAT0049860","","","","",""
"mmu-mir-12196","MI0040642","chr4","150797898","150797952","-","-"
"mmu-miR-12196-5p","MIMAT0049862","","","","",""
"mmu-miR-12196-3p","MIMAT0049863","","","","",""
"mmu-mir-12197","MI0040643","chr5","21673873","21673929","-","-"
"mmu-miR-12197-3p","MIMAT0049864","","","","",""
"mmu-mir-12198","MI0040644","chr5","32092723","32092784","+","-"
"mmu-miR-12198-3p","MIMAT0049865","","","","",""
"mmu-mir-12199","MI0040645","chr5","77084515","77084577","-","-"
"mmu-miR-12199-3p","MIMAT0049866","","","","",""
"mmu-mir-12200","MI0040646","chr5","125781683","125781738","+","-"
"mmu-miR-12200-5p","MIMAT0049867","","","","",""
"mmu-miR-12200-3p","MIMAT0049868","","","","",""
"mmu-mir-12201","MI0040647","chr6","99184962","99185019","-","-"
"mmu-miR-12201-5p","MIMAT0049869","","","","",""
"mmu-miR-12201-3p","MIMAT0049870","","","","",""
"mmu-mir-12202","MI0040648","chr7","4917965","4918030","+","-"
"mmu-miR-12202-5p","MIMAT0049871","","","","",""
"mmu-miR-12202-3p","MIMAT0049872","","","","",""
"mmu-mir-12203","MI0040650","chr7","81613306","81613368","-","-"
"mmu-miR-12203-5p","MIMAT0049873","","","","",""
"mmu-miR-12203-3p","MIMAT0049874","","","","",""
"mmu-mir-12204","MI0040651","chr9","14180027","14180072","-","-"
"mmu-miR-12204-5p","MIMAT0049875","","","","",""
"mmu-mir-12205","MI0040653","chr9","88325743","88325802","-","High"
"mmu-miR-12205-5p","MIMAT0049878","","","","",""
"mmu-miR-12205-3p","MIMAT0049879","","","","",""
"mmu-mir-12206","MI0040654","chr9","108459094","108459160","+","-"
"mmu-miR-12206-5p","MIMAT0049880","","","","",""
